Title,Price,Previous Close,Change Amount,Change Percent,Last Trading Day,Load Timestamp,Item Type,Path
,,,,,,08-08-2025 09:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 09:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 09:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 09:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 10:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 10:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 10:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 10:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 11:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 11:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 11:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 11:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 12:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 12:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 12:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 12:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 13:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 13:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 13:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 13:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 14:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 14:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 14:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 14:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 15:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 15:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 15:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 15:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 16:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 16:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 16:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 16:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 17:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 17:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 17:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 17:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 18:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 18:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 18:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 18:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 19:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 19:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 19:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 19:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 20:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 20:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 20:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,08-08-2025 20:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,08-08-2025 21:30,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,08-08-2025 21:30,Item,sites/Stock_Info/Lists/StockData
MSFT,522.04,520.84,1.2,0.2304%,08-08-2025,08-08-2025 21:30,Item,sites/Stock_Info/Lists/StockData
AMZN,222.69,223.13,-0.44,-0.1972%,08-08-2025,08-08-2025 21:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,08-08-2025 22:30,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,08-08-2025 22:30,Item,sites/Stock_Info/Lists/StockData
MSFT,522.04,520.84,1.2,0.2304%,08-08-2025,08-08-2025 22:30,Item,sites/Stock_Info/Lists/StockData
AMZN,222.69,223.13,-0.44,-0.1972%,08-08-2025,08-08-2025 22:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,08-08-2025 23:30,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,08-08-2025 23:30,Item,sites/Stock_Info/Lists/StockData
MSFT,522.04,520.84,1.2,0.2304%,08-08-2025,08-08-2025 23:30,Item,sites/Stock_Info/Lists/StockData
AMZN,222.69,223.13,-0.44,-0.1972%,08-08-2025,08-08-2025 23:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,09-08-2025 00:30,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,09-08-2025 00:30,Item,sites/Stock_Info/Lists/StockData
MSFT,522.04,520.84,1.2,0.2304%,08-08-2025,09-08-2025 00:30,Item,sites/Stock_Info/Lists/StockData
AMZN,222.69,223.13,-0.44,-0.1972%,08-08-2025,09-08-2025 00:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,09-08-2025 01:30,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,09-08-2025 01:30,Item,sites/Stock_Info/Lists/StockData
MSFT,522.04,520.84,1.2,0.2304%,08-08-2025,09-08-2025 01:30,Item,sites/Stock_Info/Lists/StockData
AMZN,222.69,223.13,-0.44,-0.1972%,08-08-2025,09-08-2025 01:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,09-08-2025 02:30,Item,sites/Stock_Info/Lists/StockData
AMZN,231.44,232.23,-0.79,-0.3402%,25-07-2025,27-07-2025 23:30,Item,sites/Stock_Info/Lists/StockData
IBM,263.21,259.72,3.49,1.3438%,28-07-2025,28-07-2025 21:14,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,09-08-2025 02:30,Item,sites/Stock_Info/Lists/StockData
MSFT,522.04,520.84,1.2,0.2304%,08-08-2025,09-08-2025 02:30,Item,sites/Stock_Info/Lists/StockData
AMZN,222.69,223.13,-0.44,-0.1972%,08-08-2025,09-08-2025 02:30,Item,sites/Stock_Info/Lists/StockData
AAPL,229.35,220.03,9.32,4.2358%,08-08-2025,09-08-2025 03:30,Item,sites/Stock_Info/Lists/StockData
IBM,242.27,248.4372,-6.1672,-2.4824%,08-08-2025,09-08-2025 03:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,09-08-2025 03:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,09-08-2025 03:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,09-08-2025 04:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,09-08-2025 04:30,Item,sites/Stock_Info/Lists/StockData
,,,,,,09-08-2025 04:30,Item,sites/Stock_Info/Lists/StockData
MSFT,512.5,513.71,-1.21,-0.2355%,28-07-2025,28-07-2025 21:14,Item,sites/Stock_Info/Lists/StockData
